RT,Group_Membership,Trial_type,SubjectID,itemID
677.9422109,outgroup,valid,3,6
676.5109766,outgroup,valid,3,1
788.772686,outgroup,valid,3,2
744.7951043,outgroup,valid,3,3
682.7710576,outgroup,valid,3,4
687.3059573,outgroup,valid,3,5
795.1111471,outgroup,valid,3,6
778.1309014,outgroup,valid,3,1
656.9627839,outgroup,valid,3,2
725.6705055,outgroup,valid,3,3
741.7577161,outgroup,valid,3,4
637.5599718,outgroup,valid,3,5
843.3169905,outgroup,valid,3,6
720.242103,outgroup,valid,3,1
724.0658071,outgroup,valid,3,2
592.967777,outgroup,valid,3,3
518.3882566,outgroup,valid,3,4
740.3903403,outgroup,valid,3,5
585.920043,outgroup,valid,3,6
719.3056874,outgroup,valid,3,1
638.9745897,outgroup,valid,3,2
632.057118,outgroup,neutral,3,3
683.2671259,outgroup,neutral,3,4
814.0500293,outgroup,neutral,3,5
771.7413929,outgroup,neutral,3,6
714.0133502,outgroup,neutral,3,1
654.7442194,outgroup,neutral,3,2
746.0804435,outgroup,neutral,3,3
845.7197367,outgroup,neutral,3,4
804.836054,outgroup,neutral,3,5
636.6640287,outgroup,neutral,3,6
724.0282529,outgroup,neutral,3,1
762.6424191,outgroup,neutral,3,2
725.53008,outgroup,neutral,3,3
699.6575481,outgroup,neutral,3,4
716.9663103,outgroup,neutral,3,5
784.9483442,outgroup,neutral,3,6
583.5651588,outgroup,neutral,4,1
559.1696202,outgroup,neutral,4,2
665.6813741,outgroup,neutral,4,3
716.6867728,outgroup,neutral,4,4
721.758211,outgroup,neutral,4,5
587.9512521,outgroup,neutral,4,6
575.3981498,outgroup,neutral,4,1
586.1664768,outgroup,neutral,4,2
595.1898289,outgroup,neutral,4,3
692.9905473,outgroup,neutral,4,4
730.4463863,outgroup,neutral,4,5
654.6377776,outgroup,neutral,4,6
665.42103,outgroup,neutral,4,1
558.5928642,outgroup,neutral,4,2
580.4155864,outgroup,neutral,4,3
512.1276736,outgroup,neutral,4,4
647.609811,outgroup,neutral,4,5
600.1764459,outgroup,neutral,4,6
684.3843867,outgroup,neutral,4,1
613.8674592,outgroup,neutral,4,2
714.4857112,outgroup,neutral,4,3
634.5275656,outgroup,neutral,4,4
630.7958578,outgroup,neutral,4,5
693.0080784,outgroup,neutral,4,6
697.9010112,ingroup,invalid,4,1
747.5191288,ingroup,invalid,4,2
744.8577426,ingroup,invalid,4,3
626.0907529,ingroup,invalid,4,4
688.9811484,ingroup,invalid,4,5
629.5648099,ingroup,invalid,4,6
698.036358,ingroup,invalid,4,1
596.6743346,ingroup,invalid,4,2
767.4441491,ingroup,invalid,4,3
792.9062423,ingroup,invalid,4,4
841.1160366,ingroup,invalid,4,5
549.3051667,ingroup,invalid,4,6
631.4775554,ingroup,invalid,4,1
721.9091188,ingroup,invalid,4,2
669.6671459,ingroup,invalid,4,3
699.7936412,ingroup,invalid,4,4
705.068272,ingroup,invalid,4,5
794.9050032,ingroup,invalid,4,6
711.9328461,ingroup,invalid,4,1
710.1828909,ingroup,invalid,4,2
637.93206,ingroup,invalid,4,3
802.039765,ingroup,invalid,4,4
745.7092032,ingroup,invalid,4,5
716.5007211,ingroup,invalid,4,6
676.9863611,ingroup,invalid,4,1
766.7777204,ingroup,invalid,4,2
736.0711059,ingroup,invalid,4,3
569.7188786,ingroup,invalid,4,4
657.33001,ingroup,invalid,4,5
632.4621215,ingroup,invalid,4,6
677.4355223,ingroup,invalid,4,1
697.281741,ingroup,invalid,4,2
778.1375652,ingroup,invalid,4,3
530.5747442,ingroup,invalid,4,4
590.7845516,ingroup,invalid,4,5
569.2304177,ingroup,invalid,4,6
789.7105659,ingroup,invalid,4,1
681.7305898,ingroup,invalid,4,2
800.9727104,ingroup,invalid,4,3
716.049171,ingroup,invalid,4,4
722.2898703,ingroup,valid,4,5
670.9734305,ingroup,valid,4,6
909.9781772,ingroup,valid,4,1
710.1414145,ingroup,valid,4,2
657.3367502,ingroup,valid,4,3
679.7378626,ingroup,valid,4,4
716.8217557,ingroup,valid,4,5
754.2664496,ingroup,valid,4,6
711.9584957,ingroup,valid,5,1
708.9168783,ingroup,valid,5,2
743.7220073,ingroup,valid,5,3
799.8827257,ingroup,valid,5,4
610.0094493,ingroup,valid,5,5
804.4532059,ingroup,valid,5,6
640.5122496,ingroup,valid,5,1
732.2176086,ingroup,valid,5,2
686.2384585,ingroup,valid,5,3
554.7738435,ingroup,valid,5,4
657.4902425,ingroup,valid,5,5
626.4071248,ingroup,valid,5,6
681.3724437,ingroup,valid,5,1
761.4659527,ingroup,valid,5,2
605.803552,ingroup,valid,5,3
680.3616148,ingroup,valid,5,4
801.1150938,ingroup,valid,5,5
849.3459026,ingroup,valid,5,6
758.4002095,ingroup,valid,5,1
621.0740401,ingroup,valid,5,2
685.9216432,ingroup,valid,5,3
790.1096094,ingroup,valid,5,4
659.2273996,ingroup,valid,5,5
747.5687259,ingroup,valid,5,6
872.8104622,ingroup,valid,5,1
733.0238653,ingroup,valid,5,2
693.4807056,ingroup,valid,5,3
616.9269064,ingroup,valid,5,4
639.5231294,ingroup,valid,5,5
779.9917825,ingroup,valid,5,6
611.8429364,ingroup,valid,5,1
589.5656398,ingroup,valid,5,2
695.9897706,ingroup,neutral,5,3
622.207365,ingroup,neutral,5,4
707.2532159,ingroup,neutral,5,5
787.2077221,ingroup,neutral,5,6
685.6581411,ingroup,neutral,5,1
631.0160935,ingroup,neutral,5,2
759.728349,ingroup,neutral,5,3
877.05828,ingroup,neutral,5,4
615.3801676,ingroup,neutral,5,5
636.9769233,ingroup,neutral,5,6
796.8479044,ingroup,neutral,5,1
682.2749242,ingroup,neutral,5,2
749.5216967,ingroup,neutral,5,3
594.3141984,ingroup,neutral,5,4
747.5429279,ingroup,neutral,5,5
679.0495135,ingroup,neutral,5,6
712.7680325,ingroup,neutral,5,1
576.4257982,ingroup,neutral,5,2
607.9439173,ingroup,neutral,5,3
623.9212988,ingroup,neutral,5,4
801.6780697,ingroup,neutral,5,5
532.9064256,ingroup,neutral,5,6
580.0280272,ingroup,neutral,5,1
644.6348226,ingroup,neutral,5,2
780.7581302,ingroup,neutral,5,3
732.9016361,ingroup,neutral,5,4
752.3477688,ingroup,neutral,5,5
793.3174888,ingroup,neutral,5,6
706.7988706,ingroup,neutral,5,1
551.7580384,ingroup,neutral,5,2
695.5826982,ingroup,neutral,5,3
681.328067,ingroup,neutral,5,4
699.4824739,ingroup,neutral,5,5
685.0239058,ingroup,neutral,5,6
698.0818349,ingroup,neutral,5,1
612.6214146,ingroup,neutral,5,2
803.6183086,ingroup,neutral,5,3
631.3318163,ingroup,neutral,5,4
672.992564,ingroup,neutral,5,5
732.3715905,ingroup,neutral,5,6
621.6668053,outgroup,invalid,6,1
672.6575291,outgroup,invalid,6,2
609.345311,outgroup,invalid,6,3
721.9515264,outgroup,invalid,6,4
734.132393,outgroup,invalid,6,5
626.4806512,outgroup,invalid,6,6
725.414937,outgroup,invalid,6,1
742.1452971,outgroup,invalid,6,2
585.0003477,outgroup,invalid,6,3
724.5513255,outgroup,invalid,6,4
724.3337126,outgroup,invalid,6,5
653.5225307,outgroup,invalid,6,6
716.9467801,outgroup,invalid,6,1
735.1780486,outgroup,invalid,6,2
682.5638869,outgroup,invalid,6,3
655.9015479,outgroup,invalid,6,4
648.6743317,outgroup,invalid,6,5
796.0314838,outgroup,invalid,6,6
553.6224364,outgroup,invalid,6,1
634.9655083,outgroup,invalid,6,2
680.891359,outgroup,invalid,6,3
569.6126359,outgroup,invalid,6,4
722.5545863,outgroup,invalid,6,5
753.8785058,outgroup,invalid,6,6
711.4279812,outgroup,invalid,6,1
646.1666798,outgroup,invalid,6,2
735.1158307,outgroup,invalid,6,3
716.8966807,outgroup,invalid,6,4
672.9676597,outgroup,invalid,6,5
687.7427185,outgroup,invalid,6,6
794.2501531,outgroup,invalid,6,1
664.8587644,outgroup,invalid,6,2
632.3693494,outgroup,invalid,6,3
886.5550667,outgroup,invalid,6,4
545.7088308,outgroup,invalid,6,5
647.2449331,outgroup,invalid,6,6
782.9518644,outgroup,invalid,6,1
627.0125045,outgroup,invalid,6,2
603.5797988,outgroup,invalid,6,3
688.3402616,outgroup,invalid,6,4
710.3948673,outgroup,valid,6,5
746.0467086,outgroup,valid,6,6
845.7029843,outgroup,valid,6,1
568.2179795,outgroup,valid,6,2
646.8194283,outgroup,valid,6,3
719.1818928,outgroup,valid,6,4
664.6537311,outgroup,valid,6,5
565.1055688,outgroup,valid,6,6
727.5772811,outgroup,valid,6,1
752.1940851,outgroup,valid,6,2
676.4914598,outgroup,valid,6,3
705.1315104,outgroup,valid,6,4
687.6502592,outgroup,valid,6,5
693.3895415,outgroup,valid,6,6
689.7187247,outgroup,valid,6,1
602.1021237,outgroup,valid,6,2
682.73971,outgroup,valid,6,3
606.6629692,outgroup,valid,6,4
570.8815552,outgroup,valid,6,5
649.6886584,outgroup,valid,6,6
736.8046757,outgroup,valid,6,1
719.9450889,outgroup,valid,6,2
763.5852727,outgroup,valid,6,3
708.059671,outgroup,valid,6,4
730.2540595,outgroup,valid,6,5
878.3257066,outgroup,valid,6,6
562.2941599,outgroup,valid,6,1
800.240344,outgroup,valid,6,2
650.0170807,outgroup,valid,6,3
644.9139128,outgroup,valid,6,4
642.3601789,outgroup,valid,6,5
717.7543782,outgroup,valid,6,6
606.2648364,outgroup,valid,7,1
671.0818203,outgroup,valid,7,2
586.7890426,outgroup,valid,7,3
757.6244325,outgroup,valid,7,4
652.1178615,outgroup,valid,7,5
656.1888377,outgroup,valid,7,6
760.0153938,outgroup,valid,7,1
802.9841754,outgroup,valid,7,2
780.3878649,outgroup,neutral,7,3
594.123259,outgroup,neutral,7,4
626.9273601,outgroup,neutral,7,5
670.0129147,outgroup,neutral,7,6
677.8887891,outgroup,neutral,7,1
733.1151379,outgroup,neutral,7,2
553.5767563,outgroup,neutral,7,3
632.6837214,outgroup,neutral,7,4
769.2227343,outgroup,neutral,7,5
772.7110086,outgroup,neutral,7,6
854.3922769,outgroup,neutral,7,1
690.6087248,outgroup,neutral,7,2
671.8565062,outgroup,neutral,7,3
673.7811294,outgroup,neutral,7,4
695.4485855,outgroup,neutral,7,5
724.5095953,outgroup,neutral,7,6
683.0869524,outgroup,neutral,7,1
554.9936734,outgroup,neutral,7,2
709.1915503,outgroup,neutral,7,3
669.4189566,outgroup,neutral,7,4
544.1140594,outgroup,neutral,7,5
606.5442019,outgroup,neutral,7,6
757.3619357,outgroup,neutral,7,1
763.7721678,outgroup,neutral,7,2
649.7647192,outgroup,neutral,7,3
665.0573008,outgroup,neutral,7,4
737.5943296,outgroup,neutral,7,5
680.0606629,outgroup,neutral,7,6
692.0859199,outgroup,neutral,7,1
709.2515603,outgroup,neutral,7,2
646.4279511,outgroup,neutral,7,3
641.679194,outgroup,neutral,7,4
606.6149989,outgroup,neutral,7,5
679.7085542,outgroup,neutral,7,6
601.154569,outgroup,neutral,7,1
650.5006029,outgroup,neutral,7,2
683.8327603,outgroup,neutral,7,3
726.7372016,outgroup,neutral,7,4
666.3745239,outgroup,neutral,7,5
749.0115535,outgroup,neutral,7,6
750.6885359,ingroup,invalid,7,1
570.0244879,ingroup,invalid,7,2
665.7190137,ingroup,invalid,7,3
567.2793031,ingroup,invalid,7,4
711.5684056,ingroup,invalid,7,5
701.869249,ingroup,invalid,7,6
547.5862696,ingroup,invalid,7,1
592.8980623,ingroup,invalid,7,2
622.3245473,ingroup,invalid,7,3
794.396522,ingroup,invalid,7,4
719.6196555,ingroup,invalid,7,5
617.4310252,ingroup,invalid,7,6
688.4218717,ingroup,invalid,7,1
811.4774089,ingroup,invalid,7,2
866.2129332,ingroup,invalid,7,3
652.7524458,ingroup,invalid,7,4
743.0785518,ingroup,invalid,7,5
580.3983237,ingroup,invalid,7,6
583.6648707,ingroup,invalid,7,1
553.4593428,ingroup,invalid,7,2
668.4327974,ingroup,invalid,7,3
660.4716112,ingroup,invalid,7,4
737.6918192,ingroup,invalid,7,5
613.9691384,ingroup,invalid,7,6
574.1347593,ingroup,invalid,8,1
532.2166005,ingroup,invalid,8,2
676.0171306,ingroup,invalid,8,3
608.141113,ingroup,invalid,8,4
776.3516814,ingroup,invalid,8,5
651.1409428,ingroup,invalid,8,6
643.7613928,ingroup,invalid,8,1
865.2354779,ingroup,invalid,8,2
679.4264101,ingroup,invalid,8,3
779.3483627,ingroup,invalid,8,4
649.9905488,ingroup,invalid,8,5
650.1802068,ingroup,invalid,8,6
667.6240842,ingroup,invalid,8,1
670.8667582,ingroup,invalid,8,2
822.6646629,ingroup,invalid,8,3
733.3143586,ingroup,invalid,8,4
675.693357,ingroup,valid,8,5
648.5219415,ingroup,valid,8,6
698.4939392,ingroup,valid,8,1
714.1361236,ingroup,valid,8,2
586.3487007,ingroup,valid,8,3
653.8303818,ingroup,valid,8,4
699.7457894,ingroup,valid,8,5
664.6221442,ingroup,valid,8,6
438.411862,ingroup,valid,8,1
626.4630476,ingroup,valid,8,2
784.9720606,ingroup,valid,8,3
796.3179374,ingroup,valid,8,4
633.7252857,ingroup,valid,8,5
805.846442,ingroup,valid,8,6
709.0123247,ingroup,valid,8,1
674.0143908,ingroup,valid,8,2
644.4713103,ingroup,valid,8,3
615.4378682,ingroup,valid,8,4
682.3782168,ingroup,valid,8,5
712.0844028,ingroup,valid,8,6
722.7039555,ingroup,valid,8,1
626.2378838,ingroup,valid,8,2
640.5858136,ingroup,valid,8,3
754.2789019,ingroup,valid,8,4
675.349245,ingroup,valid,8,5
637.6011766,ingroup,valid,8,6
750.5953467,ingroup,valid,8,1
627.2019541,ingroup,valid,8,2
673.734233,ingroup,valid,8,3
797.3044739,ingroup,valid,8,4
649.0693887,ingroup,valid,8,5
667.5750978,ingroup,valid,8,6
670.6586703,ingroup,valid,8,1
698.8510196,ingroup,valid,8,2
783.5843281,ingroup,valid,8,3
635.1240282,ingroup,valid,8,4
778.2606233,ingroup,valid,8,5
765.3765342,ingroup,valid,8,6
532.9073541,ingroup,valid,8,1
828.0091305,ingroup,valid,8,2
557.9967707,ingroup,neutral,8,3
701.2871062,ingroup,neutral,8,4
685.4363521,ingroup,neutral,8,5
696.6581038,ingroup,neutral,8,6
684.8858612,ingroup,neutral,8,1
785.1252968,ingroup,neutral,8,2
710.6960142,ingroup,neutral,8,3
704.2356981,ingroup,neutral,8,4
662.0454354,ingroup,neutral,8,5
696.4814542,ingroup,neutral,8,6
633.7028889,ingroup,neutral,8,1
681.7676993,ingroup,neutral,8,2
731.3160686,ingroup,neutral,8,3
675.8144036,ingroup,neutral,8,4
533.3323311,ingroup,neutral,8,5
736.439963,ingroup,neutral,8,6
613.1398024,ingroup,neutral,9,1
795.8602929,ingroup,neutral,9,2
697.5831445,ingroup,neutral,9,3
623.957446,ingroup,neutral,9,4
684.1644474,ingroup,neutral,9,5
531.5656266,ingroup,neutral,9,6
634.3726967,ingroup,neutral,9,1
572.0548117,ingroup,neutral,9,2
743.5823828,ingroup,neutral,9,3
842.338667,ingroup,neutral,9,4
734.0202296,ingroup,neutral,9,5
636.5258272,ingroup,neutral,9,6
773.8707931,ingroup,neutral,9,1
674.2696819,ingroup,neutral,9,2
752.875435,ingroup,neutral,9,3
611.9657881,ingroup,neutral,9,4
813.6828736,ingroup,neutral,9,5
682.1644476,ingroup,neutral,9,6
664.8975516,ingroup,neutral,9,1
919.7011189,ingroup,neutral,9,2
644.1812147,ingroup,neutral,9,3
688.8785989,ingroup,neutral,9,4
640.3300211,ingroup,neutral,9,5
796.5890096,ingroup,neutral,9,6
626.6345575,outgroup,invalid,9,1
551.196731,outgroup,invalid,9,2
760.0554902,outgroup,invalid,9,3
665.4533666,outgroup,invalid,9,4
660.2574128,outgroup,invalid,9,5
635.3742628,outgroup,invalid,9,6
764.0934363,outgroup,invalid,9,1
491.813723,outgroup,invalid,9,2
588.0767367,outgroup,invalid,9,3
574.0688046,outgroup,invalid,9,4
730.2987814,outgroup,invalid,9,5
631.6000231,outgroup,invalid,9,6
629.9744231,outgroup,invalid,9,1
690.7971212,outgroup,invalid,9,2
688.288922,outgroup,invalid,9,3
686.0271142,outgroup,invalid,9,4
691.3415058,outgroup,invalid,9,5
927.1874171,outgroup,invalid,9,6
851.1365846,outgroup,invalid,9,1
743.3066239,outgroup,invalid,9,2
595.1755397,outgroup,invalid,9,3
718.9227964,outgroup,invalid,9,4
722.6211381,outgroup,invalid,9,5
609.2201802,outgroup,invalid,9,6
730.9380279,outgroup,invalid,9,1
484.3133623,outgroup,invalid,9,2
777.9706246,outgroup,invalid,9,3
705.6518537,outgroup,invalid,9,4
719.2363709,outgroup,invalid,9,5
695.622978,outgroup,invalid,9,6
702.0013046,outgroup,invalid,9,1
587.5260885,outgroup,invalid,9,2
768.8363894,outgroup,invalid,9,3
764.4212403,outgroup,invalid,9,4
482.2826804,outgroup,invalid,9,5
673.3024857,outgroup,invalid,9,6
653.2079439,outgroup,invalid,9,1
704.4751603,outgroup,invalid,9,2
689.0163209,outgroup,invalid,9,3
825.0877755,outgroup,invalid,9,4
662.3333931,outgroup,valid,9,5
835.1093962,outgroup,valid,9,6
623.248853,outgroup,valid,9,1
502.505398,outgroup,valid,9,2
793.3661392,outgroup,valid,9,3
742.0895081,outgroup,valid,9,4
731.966995,outgroup,valid,9,5
632.6212063,outgroup,valid,9,6
744.6042988,outgroup,valid,10,1
548.7221092,outgroup,valid,10,2
485.3046951,outgroup,valid,10,3
855.7994718,outgroup,valid,10,4
644.1903126,outgroup,valid,10,5
649.8756725,outgroup,valid,10,6
584.0426357,outgroup,valid,10,1
591.9587333,outgroup,valid,10,2
576.7582429,outgroup,valid,10,3
604.5313448,outgroup,valid,10,4
706.8763944,outgroup,valid,10,5
654.6291191,outgroup,valid,10,6
623.920832,outgroup,valid,10,1
725.1440646,outgroup,valid,10,2
738.8336278,outgroup,valid,10,3
726.6348692,outgroup,valid,10,4
683.0206132,outgroup,valid,10,5
718.686677,outgroup,valid,10,6
704.0999788,outgroup,valid,10,1
680.2219034,outgroup,valid,10,2
743.1823954,outgroup,valid,10,3
585.2732667,outgroup,valid,10,4
641.8174564,outgroup,valid,10,5
638.8581517,outgroup,valid,10,6
685.0031442,outgroup,valid,10,1
740.1787268,outgroup,valid,10,2
625.5990674,outgroup,valid,10,3
628.7341606,outgroup,valid,10,4
841.4676054,outgroup,valid,10,5
541.6054842,outgroup,valid,10,6
575.4875595,outgroup,valid,10,1
786.309419,outgroup,valid,10,2
690.8817759,outgroup,neutral,10,3
653.5817894,outgroup,neutral,10,4
853.2142976,outgroup,neutral,10,5
697.4277154,outgroup,neutral,10,6
483.2384335,outgroup,neutral,10,1
617.7362437,outgroup,neutral,10,2
568.1437991,outgroup,neutral,10,3
590.0815868,outgroup,neutral,10,4
837.5656729,outgroup,neutral,10,5
728.7107915,outgroup,neutral,10,6
681.945464,outgroup,neutral,10,1
728.1400201,outgroup,neutral,10,2
569.5932451,outgroup,neutral,10,3
634.393502,outgroup,neutral,10,4
584.1474862,outgroup,neutral,10,5
613.5923799,outgroup,neutral,10,6
673.0528083,outgroup,neutral,10,1
632.7575258,outgroup,neutral,10,2
697.999183,outgroup,neutral,10,3
746.5649679,outgroup,neutral,10,4
643.1364013,outgroup,neutral,10,5
720.6947756,outgroup,neutral,10,6
765.8972093,outgroup,neutral,10,1
577.0393281,outgroup,neutral,10,2
813.7357331,outgroup,neutral,10,3
608.5754865,outgroup,neutral,10,4
612.2535374,outgroup,neutral,10,5
682.8927321,outgroup,neutral,10,6
836.6106071,outgroup,neutral,10,1
643.5434757,outgroup,neutral,10,2
557.5731806,outgroup,neutral,10,3
640.5597387,outgroup,neutral,10,4
764.5807108,outgroup,neutral,10,5
773.594999,outgroup,neutral,10,6
707.9735166,outgroup,neutral,10,1
661.4281302,outgroup,neutral,10,2
571.6973338,outgroup,neutral,10,3
778.9027693,outgroup,neutral,10,4
701.5730405,outgroup,neutral,10,5
791.3989789,outgroup,neutral,10,6
784.4020422,ingroup,invalid,11,1
567.8977997,ingroup,invalid,11,2
733.8125791,ingroup,invalid,11,3
662.5205937,ingroup,invalid,11,4
752.5759528,ingroup,invalid,11,5
711.1106458,ingroup,invalid,11,6
792.599423,ingroup,invalid,11,1
607.4922044,ingroup,invalid,11,2
684.2714701,ingroup,invalid,11,3
554.7435617,ingroup,invalid,11,4
668.3339749,ingroup,invalid,11,5
673.4965562,ingroup,invalid,11,6
738.2806104,ingroup,invalid,11,1
746.6017316,ingroup,invalid,11,2
673.2615125,ingroup,invalid,11,3
753.4858949,ingroup,invalid,11,4
653.523535,ingroup,invalid,11,5
649.6633541,ingroup,invalid,11,6
720.5788825,ingroup,invalid,11,1
618.4516599,ingroup,invalid,11,2
658.0071745,ingroup,invalid,11,3
752.9588482,ingroup,invalid,11,4
739.5135626,ingroup,invalid,11,5
596.5617534,ingroup,invalid,11,6
735.2009058,ingroup,invalid,11,1
691.9499065,ingroup,invalid,11,2
737.0293071,ingroup,invalid,11,3
681.3957842,ingroup,invalid,11,4
718.3544561,ingroup,invalid,11,5
689.0754434,ingroup,invalid,11,6
